,misc_price,launch_announced,display_size,has_oled_display,has_memory_card_slot,has_stereo_speakers,has_3.5mm_jack,has_wlan_5ghz,has_nfc,network_technology,battery,has_wireless_charging,is_waterproof,oem_model,display_width,display_height,memory_rom_gb,memory_ram_gb,main_camera_resolution,num_main_camera,selfie_camera_resolution,num_selfie_camera
1118,150.0,2018.0,5.7,0,1,0,1,0,1,4G,4000.0,0,0,Motorola Moto E5,720.0,1440.0,16.0,2.0,13.0,1.0,5.0,1.0
899,230.0,2016.0,6.4,0,1,0,1,1,0,4G,4050.0,0,0,Lenovo Phab2,720.0,1280.0,32.0,3.0,13.0,1.0,5.0,1.0
294,204.75,2020.0,6.5,0,1,0,1,1,1,4G,5000.0,0,0,Samsung Galaxy A21s,720.0,1600.0,32.0,3.0,48.0,4.0,13.0,1.0
467,140.0,2015.0,5.0,0,1,0,1,0,0,4G,2100.0,0,0,Archos 50d Helium 4G,720.0,1280.0,8.0,1.0,13.0,1.0,5.0,1.0
199,114.0,2019.0,6.35,1,1,0,1,1,0,4G,3500.0,0,0,TECNO Camon 12 Pro,720.0,1600.0,64.0,6.0,16.0,3.0,32.0,1.0
463,170.0,2017.0,5.0,0,1,0,1,0,0,4G,3500.0,0,1,Archos Sense 50x,1080.0,1920.0,32.0,3.0,8.0,1.0,3.0,1.0
415,280.0,2014.0,5.9,0,1,0,1,0,1,4G,3400.0,0,0,alcatel Pop S9,720.0,1280.0,8.0,1.0,8.0,1.0,2.0,1.0
1569,200.0,2014.0,4.7,0,1,1,1,0,0,4G,2000.0,0,0,Wiko Wax,720.0,1280.0,4.0,1.0,8.0,1.0,5.0,1.0
1085,90.0,2015.0,4.7,0,1,1,1,0,0,4G,2000.0,0,0,Micromax Canvas Fire 4G Plus Q412,720.0,1280.0,8.0,1.0,8.0,1.0,5.0,1.0
563,170.0,2017.0,5.0,0,1,0,1,0,0,4G,3000.0,0,0,BLU Life One X2 Mini,1080.0,1920.0,64.0,4.0,13.0,1.0,8.0,1.0
725,70.0,2016.0,5.0,0,1,1,1,0,0,4G,2000.0,0,0,HTC Desire 625,720.0,1280.0,8.0,1.5,5.0,1.0,1.3,1.0
1221,450.0,2016.0,5.5,1,1,0,1,1,0,4G,3010.0,0,0,Oppo R9s,1080.0,1920.0,64.0,4.0,16.0,1.0,16.0,1.0
37,481.95693252,2020.0,6.53,1,0,0,0,1,1,5G,4000.0,0,0,Huawei nova 7 5G,1080.0,2400.0,128.0,8.0,64.0,4.0,32.0,1.0
267,500.0,2019.0,6.39,1,0,0,0,1,1,4G,4000.0,1,0,Xiaomi Mi 9 Pro,1080.0,2340.0,128.0,8.0,48.0,3.0,20.0,1.0
1218,200.0,2016.0,5.2,0,1,0,1,0,0,4G,2900.0,0,0,Oppo A57,720.0,1280.0,32.0,3.0,13.0,1.0,16.0,1.0
1284,210.9,2017.0,5.3,0,1,0,1,0,0,4G,4000.0,0,0,QMobile King Kong Max,720.0,1280.0,32.0,3.0,13.0,1.0,5.0,1.0
523,210.0,2014.0,5.0,0,1,0,1,0,0,4G,2110.0,0,0,Asus Zenfone 5 A500KL (2014),720.0,1280.0,8.0,1.0,8.0,1.0,2.0,1.0
632,148.20000000000002,2017.0,5.2,0,1,0,1,0,0,4G,4000.0,0,0,Gionee X1s,720.0,1280.0,16.0,3.0,13.0,1.0,16.0,1.0
751,300.0,2014.0,5.0,0,1,1,1,1,1,3G,2600.0,0,0,HTC One (M8) for Windows (CDMA),1080.0,1920.0,32.0,2.0,4.0,1.0,5.0,1.0
261,261.97438932,2019.0,6.67,0,1,0,1,1,1,4G,4500.0,0,0,Xiaomi Redmi K30,1080.0,2400.0,64.0,6.0,64.0,4.0,20.0,2.0
1013,180.0,2014.0,4.7,0,1,0,1,0,1,4G,2440.0,0,0,LG G2 mini LTE,540.0,960.0,8.0,1.0,8.0,1.0,1.3,1.0
1300,750.0,2017.0,5.7,0,1,1,0,1,1,4G,4000.0,0,0,Razer Phone,1440.0,2560.0,64.0,8.0,12.0,2.0,8.0,1.0
1057,210.0,2015.0,5.5,1,0,0,1,1,0,4G,3150.0,0,0,Meizu MX5,1080.0,1920.0,16.0,3.0,20.7,1.0,5.0,1.0
1025,410.0,2018.0,6.0,1,0,1,1,1,0,4G,3010.0,0,0,Meizu 16,1080.0,2160.0,64.0,4.0,12.0,2.0,20.0,1.0
1647,102.6,2017.0,5.0,0,1,0,1,0,0,4G,3000.0,0,0,YU Yureka Black,1080.0,1920.0,32.0,4.0,13.0,1.0,8.0,1.0
1551,130.0,2015.0,5.0,0,1,0,1,0,0,4G,2350.0,0,0,vivo Y51,540.0,960.0,16.0,2.0,8.0,1.0,5.0,1.0
504,160.0,2016.0,5.0,0,1,0,1,0,0,3G,2070.0,0,0,Asus Live G500TG,720.0,1280.0,16.0,2.0,8.0,1.0,2.0,1.0
992,250.0,2015.0,5.7,0,1,0,1,1,1,4G,3000.0,0,0,LG V10,1440.0,2560.0,32.0,4.0,16.0,1.0,5.0,2.0
909,210.0,2016.0,5.0,0,1,0,1,0,0,4G,2700.0,0,0,Lenovo Vibe S1 Lite,1080.0,1920.0,16.0,2.0,13.0,1.0,8.0,1.0
644,370.0,2016.0,5.5,0,1,0,1,0,0,4G,3000.0,0,0,Gionee S9,1080.0,1920.0,64.0,4.0,13.0,2.0,13.0,1.0
873,190.0,2019.0,6.22,0,1,0,1,1,0,4G,3300.0,0,0,Lenovo K6 Enjoy,720.0,1520.0,64.0,4.0,12.0,3.0,8.0,1.0
381,240.0,2014.0,4.7,0,1,0,1,0,0,3G,2000.0,0,0,Acer Liquid E3 Duo Plus,720.0,1280.0,16.0,2.0,13.0,1.0,2.0,1.0
1143,260.0,2015.0,5.7,0,1,1,1,1,1,4G,3000.0,0,1,Motorola Moto X Style,1440.0,2560.0,16.0,3.0,21.0,1.0,5.0,1.0
1765,155.0,2017.0,5.0,0,1,0,1,0,0,4G,2200.0,0,0,Honor 5A - HTC Desire 630 - Huawei Y6II Compact - Huawei Enjoy 5s - Huawei P8lite ALE-L04 - Panasonic Eluga Pulse,720.0,1280.0,16.0,2.0,13.0,1.0,5.0,1.0
1279,170.0,2014.0,5.0,0,1,0,1,0,0,3G,2000.0,0,0,Panasonic P41,540.0,960.0,8.0,1.0,8.0,1.0,2.0,1.0
539,80.0,2015.0,5.0,0,1,0,1,0,0,4G,2800.0,0,0,BlackBerry Leap,720.0,1280.0,16.0,2.0,8.0,1.0,2.0,1.0
241,150.0,2019.0,5.67,0,1,0,1,0,0,4G,2920.0,0,0,Vodafone Smart N10,720.0,1500.0,16.0,2.0,13.0,1.0,8.0,1.0
29,280.0,2019.0,6.2,0,1,0,1,1,1,4G,3850.0,0,0,HTC Desire 19+,720.0,1520.0,64.0,4.0,13.0,3.0,16.0,1.0
999,220.0,2015.0,5.0,0,1,0,1,0,1,4G,2610.0,0,0,LG AKA,720.0,1280.0,16.0,1.5,8.0,1.0,2.1,1.0
625,130.0,2018.0,5.45,0,1,0,1,0,0,4G,2670.0,0,0,Gionee F205,720.0,1440.0,16.0,2.0,8.0,1.0,5.0,1.0
1267,150.0,2016.0,5.0,0,1,0,1,1,0,4G,4000.0,0,0,Panasonic Eluga A2,720.0,1280.0,16.0,3.0,8.0,1.0,5.0,1.0
730,300.0,2015.0,5.2,0,1,1,1,1,1,4G,2700.0,0,1,HTC Butterfly 3,1440.0,2560.0,32.0,3.0,20.2,1.0,13.0,1.0
232,280.0,2019.0,6.38,1,1,0,1,1,1,4G,4500.0,0,0,vivo V17 Neo,1080.0,2340.0,128.0,6.0,16.0,3.0,32.0,1.0
1537,450.0,2017.0,5.5,0,0,0,1,1,0,4G,3160.0,0,0,vivo V5 Plus,1080.0,1920.0,64.0,4.0,16.0,1.0,20.0,2.0
907,190.0,2016.0,5.5,0,1,0,1,1,0,4G,3500.0,0,0,Lenovo K5 Note,1080.0,1920.0,32.0,3.0,13.0,1.0,8.0,1.0
1052,130.0,2016.0,5.0,0,1,0,1,1,0,4G,2870.0,0,0,Meizu M3,720.0,1280.0,16.0,2.0,13.0,1.0,5.0,1.0
630,260.0,2017.0,6.0,0,1,0,1,0,0,4G,5000.0,0,0,Gionee M7 Power,720.0,1440.0,64.0,4.0,13.0,1.0,8.0,1.0
118,226.99,2019.0,6.3,0,1,1,1,1,1,4G,4000.0,0,1,Motorola Moto G8 Plus,1080.0,2280.0,64.0,4.0,48.0,3.0,25.0,1.0
72,100.0,2019.0,6.09,0,1,0,1,0,0,4G,4000.0,0,0,Lenovo A6 Note,720.0,1560.0,16.0,2.0,13.0,2.0,5.0,1.0
297,503.1808992,2020.0,6.7,1,1,0,1,1,1,5G,4500.0,0,0,Samsung Galaxy A71 5G,1080.0,2400.0,128.0,6.0,64.0,4.0,32.0,1.0
168,292.86104148,2020.0,6.57,0,0,0,0,1,1,5G,4200.0,0,0,Realme X50m 5G,1080.0,2400.0,128.0,6.0,48.0,4.0,16.0,2.0
1027,140.0,2018.0,5.45,0,1,0,1,1,0,4G,3070.0,0,0,Meizu M8c,720.0,1440.0,16.0,2.0,13.0,1.0,8.0,1.0
432,200.0,2015.0,4.7,1,1,0,1,0,0,4G,2000.0,0,0,Allview V2 Viper,720.0,1280.0,16.0,1.0,8.0,1.0,5.0,1.0
613,180.0,2016.0,5.5,0,1,0,1,0,0,4G,2500.0,0,0,Coolpad Modena 2,720.0,1280.0,16.0,2.0,8.0,1.0,8.0,1.0
685,260.0,2016.0,5.2,0,1,0,1,1,1,4G,3000.0,0,0,Honor 8,1080.0,1920.0,32.0,4.0,12.0,1.0,8.0,1.0
1369,120.0,2016.0,5.0,1,1,0,1,0,0,4G,2600.0,0,0,Samsung Galaxy J2 (2016),720.0,1280.0,8.0,1.5,8.0,1.0,5.0,1.0
282,699.95,2020.0,6.65,1,0,1,1,1,1,5G,4500.0,0,0,ZTE nubia Red Magic 5G,1080.0,2340.0,128.0,8.0,64.0,3.0,8.0,1.0
1789,135.0,2015.0,5.0,0,1,0,1,0,1,4G,2500.0,0,0,Microsoft Lumia 640 LTE Dual SIM - Microsoft Lumia 640 LTE,720.0,1280.0,8.0,1.0,8.0,1.0,1.0,1.0
654,400.0,2015.0,5.2,1,0,0,1,0,0,4G,2700.0,0,0,Gionee Elife S7,1080.0,1920.0,16.0,2.0,13.0,1.0,8.0,1.0
1502,200.0,2019.0,6.22,0,1,0,1,0,0,4G,4030.0,0,0,vivo Y91 (Mediatek),720.0,1520.0,64.0,3.0,13.0,2.0,8.0,1.0
474,160.0,2018.0,5.99,0,1,0,1,0,1,4G,5000.0,0,0,Asus Zenfone Max Pro (M1) ZB601KL/ZB602K,1080.0,2160.0,32.0,3.0,13.0,2.0,8.0,1.0
193,224.4903822,2020.0,6.53,0,1,0,1,1,1,4G,4000.0,0,0,TCL 10L,1080.0,2340.0,64.0,6.0,48.0,4.0,16.0,1.0
1210,580.0,2017.0,6.43,1,1,0,1,1,0,4G,4000.0,0,0,Oppo R11s Plus,1080.0,2160.0,64.0,6.0,16.0,2.0,20.0,1.0
1373,250.0,2016.0,5.7,1,1,0,1,1,1,4G,3300.0,0,0,Samsung Galaxy C7,1080.0,1920.0,32.0,4.0,16.0,1.0,8.0,1.0
259,799.99,2020.0,6.67,1,0,1,0,1,1,5G,4780.0,1,0,Xiaomi Mi 10 5G,1080.0,2340.0,128.0,8.0,108.0,4.0,20.0,1.0
454,360.0,2014.0,4.7,0,0,0,1,1,1,4G,1810.0,0,0,Apple iPhone 6,750.0,1334.0,16.0,1.0,8.0,1.0,1.2,1.0
222,260.0,2019.0,6.38,1,0,0,1,1,0,4G,4500.0,0,0,vivo iQOO Neo 855,1080.0,2340.0,64.0,6.0,12.0,3.0,16.0,1.0
1819,280.0,2015.0,5.2,1,1,0,1,1,1,4G,3000.0,1,0,Microsoft Lumia 950 Dual SIM - Microsoft Lumia 950,1440.0,2560.0,32.0,3.0,20.0,1.0,5.0,1.0
614,80.0,2016.0,5.5,0,1,0,1,0,0,4G,2500.0,0,0,Coolpad Mega,720.0,1280.0,16.0,3.0,8.0,1.0,8.0,1.0
737,330.0,2015.0,5.0,0,1,1,1,1,1,4G,2840.0,0,0,HTC One M8s,1080.0,1920.0,16.0,2.0,13.0,2.0,5.0,1.0
78,200.0,2020.0,6.8,0,1,0,1,0,0,4G,4000.0,0,0,LG Stylo 6,1080.0,2460.0,64.0,3.0,13.0,4.0,13.0,1.0
1340,270.0,2017.0,5.6,1,1,0,1,1,1,4G,3000.0,0,1,Samsung Galaxy A8 (2018),1080.0,2220.0,32.0,4.0,16.0,1.0,16.0,2.0
901,220.0,2016.0,5.0,0,0,0,1,1,0,4G,3500.0,0,0,Lenovo ZUK Z2,1080.0,1920.0,32.0,3.0,13.0,1.0,8.0,1.0
880,150.0,2018.0,5.99,0,1,1,1,1,0,4G,4050.0,0,0,Lenovo K5 Pro,1080.0,2160.0,64.0,4.0,16.0,2.0,16.0,2.0
623,120.0,2017.0,5.5,0,1,0,1,0,0,4G,3000.0,0,0,Energizer Energy S550,720.0,1280.0,8.0,1.0,13.0,1.0,5.0,1.0
1781,85.0,2017.0,5.0,0,1,0,1,0,0,4G,4000.0,0,0,Micromax Vdeo 4 - ZTE Blade A601,720.0,1280.0,8.0,1.0,8.0,1.0,2.0,1.0
936,160.0,2014.0,5.5,0,1,0,1,0,0,3G,2500.0,0,0,Lenovo A850+,540.0,960.0,4.0,1.0,5.0,1.0,0.3,1.0
537,200.0,2016.0,5.2,0,1,1,1,1,1,4G,2610.0,0,0,BlackBerry DTEK50,1080.0,1920.0,16.0,3.0,13.0,1.0,8.0,1.0
947,950.0,2019.0,6.4,1,1,1,1,1,1,4G,4000.0,1,1,LG V50 ThinQ 5G,1440.0,3120.0,128.0,6.0,12.0,3.0,8.0,2.0
1593,260.0,2018.0,5.88,1,0,0,0,1,0,4G,3120.0,0,0,Xiaomi Mi 8 SE,1080.0,2244.0,64.0,4.0,12.0,2.0,20.0,1.0
792,300.0,2017.0,6.0,0,1,0,1,1,1,4G,3340.0,0,0,Huawei nova 2s,1080.0,2160.0,64.0,4.0,16.0,2.0,20.0,2.0
1678,80.0,2017.0,5.0,0,1,0,1,0,0,4G,2400.0,0,0,ZTE Blade A520,720.0,1280.0,8.0,1.0,8.0,1.0,8.0,1.0
1091,120.0,2015.0,5.0,0,1,0,1,0,0,3G,2800.0,0,0,Micromax Canvas Selfie Lens Q345,720.0,1280.0,8.0,1.0,8.0,1.0,5.0,1.0
515,140.0,2015.0,7.0,0,1,0,1,0,0,3G,3450.0,0,0,Asus Zenpad C 7.0,600.0,1024.0,8.0,1.0,5.0,1.0,0.3,1.0
1892,150.0,2020.0,6.39,0,1,0,1,0,0,4G,4000.0,0,0,Honor 9C - Honor Play 3 - Huawei P40 lite E - Huawei Y7p,720.0,1560.0,64.0,4.0,48.0,3.0,8.0,1.0
1584,500.0,2018.0,6.21,1,0,0,0,1,1,4G,3000.0,0,0,Xiaomi Mi 8 Pro,1080.0,2248.0,128.0,6.0,12.0,2.0,20.0,1.0
305,279.0,2020.0,6.4,1,1,0,1,1,1,4G,6000.0,0,0,Samsung Galaxy M31,1080.0,2340.0,64.0,6.0,64.0,3.0,32.0,1.0
4,110.0,2020.0,5.71,0,1,0,1,0,0,4G,3020.0,0,0,Honor 8S 2020,720.0,1520.0,64.0,3.0,13.0,1.0,5.0,1.0
1312,100.0,2019.0,6.22,0,1,0,1,0,0,4G,3400.0,0,0,Samsung Galaxy M10,720.0,1520.0,16.0,2.0,13.0,2.0,5.0,1.0
1523,300.0,2018.0,6.3,0,1,0,1,1,0,4G,3260.0,0,0,vivo V9,1080.0,2280.0,64.0,4.0,16.0,2.0,24.0,1.0
1399,200.0,2015.0,5.0,1,1,0,1,0,0,3G,2400.0,0,0,Samsung Galaxy E5,720.0,1280.0,16.0,1.5,8.0,1.0,5.0,1.0
589,220.0,2016.0,5.0,0,1,0,1,0,0,4G,3050.0,0,0,BQ Aquaris U Plus,720.0,1280.0,16.0,2.0,16.0,1.0,5.0,1.0
349,74.24676,2019.0,6.0,0,1,0,1,0,0,3G,2800.0,0,0,BLU C6 2019,720.0,1440.0,16.0,1.0,8.0,1.0,8.0,1.0
1583,190.0,2018.0,6.26,0,1,0,1,1,0,4G,4000.0,0,0,Xiaomi Redmi Note 6 Pro,1080.0,2280.0,32.0,3.0,12.0,2.0,20.0,2.0
560,318.2004,2018.0,6.0,0,1,0,1,1,0,4G,4010.0,0,0,BLU Vivo X,720.0,1440.0,64.0,4.0,13.0,2.0,20.0,2.0
17,500.0,2019.0,6.57,0,0,0,0,1,1,5G,4100.0,1,0,Honor V30 Pro,1080.0,2400.0,128.0,8.0,40.0,3.0,32.0,2.0
1592,380.0,2018.0,6.21,1,0,0,0,1,1,4G,3400.0,0,0,Xiaomi Mi 8,1080.0,2248.0,128.0,6.0,12.0,2.0,20.0,1.0
300,184.40773848,2020.0,6.4,0,1,0,1,0,0,4G,5000.0,0,0,Samsung Galaxy M11,720.0,1560.0,32.0,3.0,13.0,3.0,8.0,1.0
945,130.0,2014.0,6.0,0,1,0,1,0,0,3G,2500.0,0,0,Lenovo A880,540.0,960.0,8.0,1.0,5.0,1.0,0.3,1.0
1322,280.0,2018.0,6.0,1,1,0,1,1,1,4G,3300.0,0,0,Samsung Galaxy A7 (2018),1080.0,2220.0,64.0,4.0,24.0,3.0,24.0,1.0
727,250.0,2015.0,5.5,0,1,1,1,1,0,4G,2800.0,0,0,HTC Desire 828 dual sim,1080.0,1920.0,16.0,2.0,13.0,1.0,4.0,1.0
151,644.64219036,2019.0,6.5,1,0,1,1,1,1,4G,4000.0,0,0,Oppo Reno Ace,1080.0,2400.0,128.0,8.0,48.0,4.0,16.0,1.0
1894,342.4893,2019.0,6.39,1,0,0,1,1,1,4G,4000.0,0,0,Xiaomi Mi 9T Pro - Xiaomi Mi 9T - Xiaomi Redmi K20 - Xiaomi Redmi K20 Pro,1080.0,2340.0,64.0,6.0,48.0,3.0,20.0,1.0
735,180.0,2015.0,5.5,0,1,1,1,0,0,3G,2600.0,0,0,HTC Desire 820G+ dual sim,720.0,1280.0,16.0,1.0,13.0,1.0,8.0,1.0
89,200.0,2019.0,6.5,0,1,0,1,1,1,4G,4000.0,0,0,LG K50S,720.0,1520.0,32.0,3.0,13.0,3.0,13.0,1.0
34,145.0,2020.0,6.3,0,1,0,1,0,1,4G,5000.0,0,0,Huawei Y6p,720.0,1600.0,32.0,3.0,13.0,3.0,8.0,1.0
1752,150.0,2015.0,5.0,0,1,0,1,0,0,3G,2100.0,0,0,Lava Iris X5 - Panasonic Eluga S - verykool s5015 Spark II,720.0,1280.0,8.0,1.0,8.0,1.0,5.0,1.0
470,300.0,2019.0,6.26,0,1,0,1,1,0,4G,4000.0,0,0,Asus Zenfone Max Plus (M2) ZB634KL,1080.0,2246.0,32.0,3.0,12.0,2.0,8.0,1.0
1632,120.0,2014.0,5.5,0,1,0,1,0,0,3G,3100.0,0,0,Xiaomi Redmi Note,720.0,1280.0,8.0,1.0,13.0,1.0,5.0,1.0
818,210.0,2016.0,5.2,0,1,0,1,0,1,4G,3000.0,0,0,Huawei P9 lite,1080.0,1920.0,16.0,2.0,13.0,1.0,8.0,1.0
1844,265.0,2016.0,5.5,0,1,0,1,1,0,4G,3000.0,0,0,Asus Zenfone Zoom ZX550 - Motorola Moto G4,1080.0,1920.0,16.0,2.0,13.0,1.0,5.0,1.0
186,369.0,2020.0,6.0,1,1,0,1,1,1,4G,3600.0,0,1,Sony Xperia 10 II,1080.0,2520.0,128.0,4.0,12.0,3.0,8.0,1.0
1577,450.0,2019.0,6.39,1,0,0,0,1,1,4G,3300.0,1,0,Xiaomi Mi 9,1080.0,2340.0,64.0,6.0,48.0,3.0,20.0,1.0
513,160.0,2015.0,7.0,0,1,0,1,0,0,3G,3500.0,0,0,Asus Zenpad 7.0 Z370CG,800.0,1280.0,16.0,2.0,8.0,1.0,2.0,1.0
79,816.69314664,2020.0,6.8,1,1,1,1,1,1,5G,4300.0,1,1,LG Velvet,1080.0,2460.0,128.0,6.0,48.0,3.0,16.0,1.0
611,110.0,2016.0,5.5,0,1,1,1,0,0,4G,3050.0,0,0,Coolpad Mega 3,720.0,1280.0,16.0,2.0,8.0,1.0,8.0,1.0
916,380.0,2015.0,5.5,0,1,0,1,1,1,4G,5000.0,0,0,Lenovo Vibe P1,1080.0,1920.0,32.0,2.0,13.0,1.0,5.0,1.0
1749,100.0,2016.0,5.0,0,1,0,1,0,0,3G,2000.0,0,0,BLU Studio M HD - Honor Holly - Honor 3C Play,720.0,1280.0,16.0,1.0,8.0,1.0,2.0,1.0
514,300.0,2015.0,5.5,0,1,0,1,1,1,4G,3030.0,0,0,Asus Pegasus 2 Plus,1080.0,1920.0,32.0,3.0,13.0,1.0,8.0,1.0
324,212.12299332,2019.0,6.4,1,1,0,1,0,0,4G,4000.0,0,0,Samsung Galaxy M10s,720.0,1560.0,32.0,3.0,13.0,2.0,8.0,1.0
140,587.4,2020.0,6.5,1,0,1,0,1,1,5G,4025.0,0,0,Oppo Find X2 Neo,1080.0,2400.0,256.0,12.0,48.0,4.0,32.0,1.0
1891,194.696166,2019.0,6.35,0,1,0,1,0,0,4G,5000.0,0,0,vivo Y11 (2019) - vivo Y12,720.0,1544.0,32.0,3.0,13.0,3.0,8.0,1.0
1074,114.0,2017.0,5.5,0,1,0,1,0,0,4G,3000.0,0,0,Micromax Evok Dual Note E4815,1080.0,1920.0,32.0,3.0,13.0,2.0,5.0,1.0
1876,175.0,2014.0,6.0,0,1,0,1,0,0,3G,3000.0,0,0,BLU Studio 6.0 HD - XOLO Q2500,720.0,1280.0,4.0,1.0,8.0,1.0,2.0,1.0
424,450.0,2017.0,6.0,0,1,0,1,1,0,4G,3050.0,0,0,Allview X4 Soul Infinity Plus,1080.0,2160.0,64.0,6.0,13.0,2.0,13.0,1.0
413,130.0,2015.0,7.0,0,1,0,1,0,0,4G,2820.0,0,0,alcatel Pixi 3 (7) LTE,600.0,1024.0,4.0,1.0,2.0,1.0,0.3,1.0
1604,170.0,2017.0,5.5,0,1,0,1,1,0,4G,3080.0,0,0,Xiaomi Mi A1 (Mi 5X),1080.0,1920.0,64.0,4.0,12.0,2.0,5.0,1.0
1307,770.0,2019.0,6.1,1,1,1,1,1,1,4G,3400.0,1,1,Samsung Galaxy S10,1440.0,3040.0,128.0,8.0,12.0,3.0,10.0,1.0
728,240.0,2015.0,5.5,0,1,1,1,0,0,4G,2800.0,0,0,HTC Desire 728 dual sim,720.0,1280.0,16.0,2.0,13.0,1.0,5.0,1.0
1620,220.0,2016.0,5.0,0,1,0,1,1,0,4G,3260.0,0,0,Xiaomi Mi 4s,1080.0,1920.0,64.0,3.0,13.0,1.0,5.0,1.0
829,200.0,2014.0,6.0,0,1,0,1,0,1,4G,3500.0,0,0,Huawei Ascend GX1,720.0,1280.0,8.0,1.0,8.0,1.0,2.0,1.0
912,300.0,2015.0,5.5,0,1,1,1,1,1,4G,3500.0,0,0,Lenovo Vibe X3,1080.0,1920.0,32.0,3.0,21.0,1.0,8.0,1.0
386,130.0,2018.0,6.0,0,1,0,1,0,0,4G,3000.0,0,0,alcatel 3c,720.0,1440.0,16.0,1.0,8.0,1.0,5.0,1.0
198,167.22342,2020.0,6.6,0,1,0,1,0,0,4G,5000.0,0,0,TECNO Camon 15,720.0,1600.0,64.0,4.0,48.0,4.0,16.0,1.0
1529,390.0,2017.0,6.01,1,1,0,1,1,0,4G,3250.0,0,0,vivo X20,1080.0,2160.0,64.0,4.0,12.0,2.0,12.0,1.0
1372,130.0,2016.0,5.0,1,1,0,1,0,1,4G,2600.0,0,0,Samsung Galaxy J3 Pro,720.0,1280.0,16.0,2.0,8.0,1.0,5.0,1.0
500,330.0,2016.0,5.5,0,1,0,1,1,0,4G,3000.0,0,0,Asus Zenfone 3 ZE552KL,1080.0,1920.0,32.0,3.0,16.0,1.0,8.0,1.0
1451,270.0,2018.0,5.2,0,1,0,1,1,1,4G,3300.0,0,0,Sony Xperia XA2,1080.0,1920.0,32.0,3.0,23.0,1.0,8.0,1.0
540,170.0,2014.0,4.5,0,1,1,1,1,1,4G,3450.0,0,0,BlackBerry Passport,1440.0,1440.0,32.0,3.0,13.0,1.0,2.0,1.0
827,230.0,2015.0,5.2,0,1,0,1,1,1,4G,2680.0,0,0,Huawei P8,1080.0,1920.0,16.0,3.0,13.0,1.0,8.0,1.0
1384,120.0,2015.0,5.0,1,1,0,1,0,1,4G,2600.0,0,0,Samsung Galaxy J3 (2016),720.0,1280.0,8.0,1.5,8.0,1.0,2.0,1.0
1444,200.0,2019.0,5.7,0,1,0,1,1,1,4G,3300.0,0,0,Sony Xperia L3,720.0,1440.0,32.0,3.0,13.0,2.0,8.0,1.0
1722,210.0,2014.0,4.7,0,1,0,1,0,0,4G,2000.0,0,0,ZTE nubia Z5S mini NX405H,720.0,1280.0,16.0,2.0,13.0,1.0,5.0,1.0
281,599.0,2020.0,6.47,1,1,0,0,1,1,5G,4000.0,0,0,ZTE Axon 11 5G,1080.0,2340.0,128.0,6.0,64.0,4.0,20.0,1.0
1455,270.0,2017.0,5.5,0,1,0,1,1,1,4G,3430.0,0,0,Sony Xperia XA1 Plus,1080.0,1920.0,32.0,3.0,23.0,1.0,8.0,1.0
552,106.0668,2018.0,6.0,0,1,0,1,0,0,3G,2600.0,0,0,BLU Studio Mega (2018),720.0,1440.0,16.0,1.0,13.0,2.0,8.0,1.0
993,270.0,2015.0,5.2,0,0,0,1,1,1,4G,2700.0,0,0,LG Nexus 5X,1080.0,1920.0,16.0,2.0,12.3,1.0,5.0,1.0
59,280.0,2019.0,6.4,0,1,0,1,1,1,4G,4000.0,0,0,Huawei P20 lite (2019),1080.0,2310.0,64.0,4.0,16.0,4.0,16.0,1.0
97,530.0,2020.0,6.6,1,0,1,0,1,1,5G,4500.0,0,0,Meizu 17,1080.0,2340.0,128.0,8.0,64.0,4.0,20.0,1.0
1146,420.0,2014.0,5.96,1,0,1,1,1,1,4G,3220.0,1,1,Motorola Nexus 6,1440.0,2560.0,32.0,3.0,13.0,1.0,2.0,1.0
517,250.0,2015.0,5.5,0,1,0,1,1,0,4G,3000.0,0,0,Asus Zenfone 2 ZE550ML,720.0,1280.0,16.0,2.0,13.0,1.0,5.0,1.0
938,180.0,2014.0,6.0,0,1,0,1,0,0,3G,3000.0,0,0,Lenovo S939,720.0,1280.0,8.0,1.0,8.0,1.0,1.6,1.0
1864,170.0,2015.0,5.7,0,1,0,1,0,1,3G,3000.0,0,0,Microsoft Lumia 640 XL Dual SIM - Microsoft Lumia 640 XL,720.0,1280.0,8.0,1.0,13.0,1.0,5.0,1.0
1358,280.0,2017.0,5.7,1,1,0,1,1,1,4G,3600.0,0,1,Samsung Galaxy A7 (2017),1080.0,1920.0,32.0,3.0,16.0,1.0,16.0,1.0
1731,180.0,2014.0,4.7,0,1,0,1,0,0,3G,1800.0,0,0,Allview Viper i V1 - Gionee Ctrl V5,540.0,960.0,8.0,1.0,8.0,1.0,2.0,1.0
534,200.0,2017.0,5.5,0,1,0,1,0,0,4G,3000.0,0,0,BlackBerry Aurora,720.0,1280.0,32.0,4.0,13.0,1.0,8.0,1.0
158,330.0,2019.0,6.4,1,0,1,1,1,1,4G,4035.0,0,0,Oppo Reno Z,1080.0,2340.0,128.0,4.0,48.0,2.0,32.0,1.0
1306,130.0,2018.0,6.0,0,1,0,1,0,0,4G,3410.0,0,0,Realme 1,1080.0,2160.0,32.0,3.0,13.0,1.0,8.0,1.0
1596,180.0,2018.0,5.99,0,1,0,1,1,0,4G,4000.0,0,0,Xiaomi Redmi Note 5 AI Dual Camera,1080.0,2160.0,32.0,3.0,12.0,2.0,13.0,1.0
